Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch
DES14X2raq,2014-12-10,2h23m36.76s,-5d28m53.2s,27,27,0,784492380.995,911319774.995
DES14X2raq,2014-12-10,2h23m36.76s,-5d28m53.2s,52,52,0,784492380.995,973616639.995
DES14X3aeb,2014-09-03,2h24m24.61s,-4d40m29.7s,114,114,0,755836746.495,911319774.995
DES14X3aeb,2014-09-03,2h24m24.61s,-4d40m29.7s,171,171,0,755044319.495,973616639.995
DES14X3ajv,2014-09-04,2h24m58.4s,-4d15m03.1s,131,131,0,752588381.495,911302029.495
DES14X3ajv,2014-09-04,2h24m58.4s,-4d15m03.1s,182,182,0,751332712.495,973598900.495
DES14X3amb,2014-09-15,2h23m17.03s,-5d10m55.6s,39,39,0,784492380.995,911319774.995
DES14X3amb,2014-09-15,2h23m17.03s,-5d10m55.6s,64,64,0,784492380.995,973616639.995
DES14X3jmx,2014-10-26,2h24m14.02s,-5d09m52.5s,3,3,0,844715519.495,911319774.995
DES14X3jmx,2014-10-26,2h24m14.02s,-5d09m52.5s,27,27,0,844715519.495,973616639.995
Eagle,2004-11-06,12h37m20.75s,62d13m41.5s,82,44,38,759099241.995,895311189.995
Eagle,2004-11-06,12h37m20.75s,62d13m41.5s,131,77,54,759099241.995,983731612.995
Emma,2006-04-22,14h34m30.139s,34d26m57.29s,2,0,2,892329409.995,921802549.495
Emma,2006-04-22,14h34m30.139s,34d26m57.29s,38,13,25,800770391.495,921802549.495
ESSENCEf123,2003-12-01,2h09m57.282s,-3d32m26.609s,3,1,2,753464515.995,877959401.495
ESSENCEf123,2003-12-01,2h09m57.282s,-3d32m26.609s,10,1,9,753464515.995,975792857.495
ESSENCEg097,2004-10-05,23h27m37.16s,-9d35m21s,7,3,4,745752105.495,904782619.495
ESSENCEg097,2004-10-05,23h27m37.16s,-9d35m21s,16,3,13,745752105.495,969469955.995
ESSENCEg142,2004-10-09,23h28m37.7s,-8d45m04s,6,2,4,778266333.995,845041074.495
ESSENCEg142,2004-10-09,23h28m37.7s,-8d45m04s,10,2,8,778266333.995,969464042.495
ESSENCEg225,2004-10-17,23h27m15.69s,-9d27m59.8s,4,1,3,745752084.995,904782620.495
ESSENCEg225,2004-10-17,23h27m15.69s,-9d27m59.8s,13,1,12,745752084.995,969470285.995
ESSENCEg230,2004-10-17,1h11m56.31s,0d07m27.7s,5,1,4,749492196.495,906137343.495
ESSENCEg230,2004-10-17,1h11m56.31s,0d07m27.7s,14,1,13,749492189.995,1000795797.495
ESSENCEg240,2004-10-13,23h30m41.83s,-8d34m11s,6,2,4,778266185.995,845041210.495
ESSENCEg240,2004-10-13,23h30m41.83s,-8d34m11s,10,2,8,778266185.995,969464042.495
ESSENCEh300,2004-10-19,2h31m40.67s,-8d49m03.3s,3,0,3,876812029.495,907740439.995
ESSENCEh300,2004-10-19,2h31m40.67s,-8d49m03.3s,8,0,8,876812029.495,974214022.495
ESSENCEk411,2004-11-16,23h26m11.77s,-8d50m17.5s,8,2,6,778266333.995,903699880.495
ESSENCEk411,2004-11-16,23h26m11.77s,-8d50m17.5s,14,2,12,778266333.995,969487764.495
ESSENCEk467,2004-11-16,2h31m11.8s,-7d47m34.1s,3,0,3,876812189.995,908805303.995
ESSENCEk467,2004-11-16,2h31m11.8s,-7d47m34.1s,10,0,10,876812189.995,975875968.495
ESSENCEk490,2004-12-05,2h30m24.32s,-7d53m21s,5,0,5,848003822.495,908805303.995
ESSENCEk490,2004-12-05,2h30m24.32s,-7d53m21s,12,0,12,848003822.495,975875968.495
ESSENCEm022,2005-09-26,23h30m02.7s,-8d33m36.6s,9,3,6,750476036.495,874178786.995
ESSENCEm022,2005-09-26,23h30m02.7s,-8d33m36.6s,13,3,10,750476036.495,969464042.495
ESSENCEm026,2005-09-26,23h28m39.97s,-9d19m50s,8,2,6,778266405.495,845041074.495
ESSENCEm026,2005-09-26,23h28m39.97s,-9d19m50s,18,2,16,778266405.495,969469955.995
ESSENCEm027,2005-09-26,1h09m15.01s,0d08m14.8s,3,1,2,749492196.495,877053944.995
ESSENCEm027,2005-09-26,1h09m15.01s,0d08m14.8s,11,1,10,749492189.995,973374331.495
ESSENCEm032,2005-09-25,23h29m35.34s,-9d58m46.3s,8,2,6,778266477.995,903776813.495
ESSENCEm032,2005-09-25,23h29m35.34s,-9d58m46.3s,13,2,11,778266477.995,969469955.995
ESSENCEm034,2005-09-26,2h27m50.33s,-7d59m11.6s,2,0,2,848003822.495,907770017.495
ESSENCEm034,2005-09-26,2h27m50.33s,-7d59m11.6s,10,0,10,848003822.495,976088958.495
ESSENCEm039,2005-09-26,2h28m04.63s,-7d42m44.3s,2,0,2,848003822.495,907770017.495
ESSENCEm039,2005-09-26,2h28m04.63s,-7d42m44.3s,10,0,10,848003822.495,976088958.495
ESSENCEm057,2005-09-28,2h10m56.77s,-4d27m29.9s,1,0,1,877621251.495,877621251.495
ESSENCEm057,2005-09-28,2h10m56.77s,-4d27m29.9s,56,0,56,877621250.995,974367810.495
ESSENCEm070,2005-09-28,2h33m46.821s,-8d08m26.888s,7,3,4,782391427.495,908805303.995
ESSENCEm070,2005-09-28,2h33m46.821s,-8d08m26.888s,12,3,9,782391427.495,976041622.495
ESSENCEm075,2005-09-26,23h24m42.29s,-8d29m08.7s,4,1,3,750475026.995,903699880.495
ESSENCEm075,2005-09-26,23h24m42.29s,-8d29m08.7s,12,1,11,750475026.995,1002653539.995
ESSENCEm138,2005-10-06,1h08m56.35s,0d39m25.4s,4,2,2,749492334.995,906829509.995
ESSENCEm138,2005-10-06,1h08m56.35s,0d39m25.4s,8,2,6,749492334.995,969724338.495
ESSENCEm193,2005-10-06,2h28m52.2s,-7d42m09.8s,2,0,2,848003822.495,907770017.495
ESSENCEm193,2005-10-06,2h28m52.2s,-7d42m09.8s,10,0,10,848003822.495,976088958.495
ESSENCEm226,2005-09-26,2h06m03.69s,-4d39m59.1s,1,1,0,753464661.995,753464661.995
ESSENCEm226,2005-09-26,2h06m03.69s,-4d39m59.1s,39,1,38,753464661.495,973918281.995
ESSENCEn246,2005-11-22,1h14m33.08s,-0d26m23.2s,5,1,4,749492047.495,907184287.495
ESSENCEn246,2005-11-22,1h14m33.08s,-0d26m23.2s,9,1,8,749492047.495,969712506.995
ESSENCEn256,2005-11-08,2h28m09.01s,-7d47m49.6s,2,0,2,848003822.495,907770017.495
ESSENCEn256,2005-11-08,2h28m09.01s,-7d47m49.6s,10,0,10,848003822.495,976088958.495
ESSENCEn258,2005-11-22,2h06m42.35s,-4d22m37s,1,1,0,753464661.995,753464661.995
ESSENCEn258,2005-11-22,2h06m42.35s,-4d22m37s,43,1,42,753464661.495,976023857.495
ESSENCEn263,2005-11-22,2h05m14.95s,-4d56m39.1s,2,2,0,781190694.495,782131454.995
ESSENCEn263,2005-11-22,2h05m14.95s,-4d56m39.1s,40,2,38,781190694.495,973918281.995
ESSENCEn285,2005-11-08,23h23m51.35s,-8d23m18.5s,4,1,3,750475026.995,903699880.495
ESSENCEn285,2005-11-08,23h23m51.35s,-8d23m18.5s,12,1,11,750475026.995,1002653539.995
ESSENCEn322,2005-11-22,2h29m00.48s,-9d02m53s,7,4,3,782397473.995,907740439.995
ESSENCEn322,2005-11-22,2h29m00.48s,-9d02m53s,13,4,9,782397473.995,975249040.995
ESSENCEn404,2005-11-22,2h31m31.43s,-8d55m11.5s,3,0,3,876812029.495,907740439.995
ESSENCEn404,2005-11-22,2h31m31.43s,-8d55m11.5s,8,0,8,876812029.495,974214022.495
ESSENCEn406,2005-11-22,2h31m19.6s,-8d45m09.8s,3,0,3,876812029.495,907740439.995
ESSENCEn406,2005-11-22,2h31m19.6s,-8d45m09.8s,8,0,8,876812029.495,974214022.495
ESSENCEp434,2005-11-24,1h12m40.25s,0d14m56.6s,3,1,2,749492196.495,877053944.995
ESSENCEp434,2005-11-24,1h12m40.25s,0d14m56.6s,12,1,11,749492189.995,1000795797.495
ESSENCEp445,2005-11-24,1h13m14.547s,0d48m47.659s,9,1,8,780207909.495,909195426.995
ESSENCEp445,2005-11-24,1h13m14.547s,0d48m47.659s,19,1,18,780207909.495,1000795797.495
ESSENCEp454,2005-11-24,2h08m32.45s,-3d33m34.2s,3,1,2,753464515.995,877959401.495
ESSENCEp454,2005-11-24,2h08m32.45s,-3d33m34.2s,10,1,9,753464515.995,975792857.495
ESSENCEp455,2005-11-30,2h11m00.02s,-4d09m37.6s,1,0,1,877621251.495,877621251.495
ESSENCEp455,2005-11-30,2h11m00.02s,-4d09m37.6s,12,0,12,877621250.995,975792857.495
ESSENCEp459,2005-11-24,2h10m20.082s,-4d33m13.44s,1,0,1,877621251.495,877621251.495
ESSENCEp459,2005-11-24,2h10m20.082s,-4d33m13.44s,55,0,55,877621250.995,974367810.495
ESSENCEp520,2005-12-24,2h08m09.34s,-3d48m05s,3,1,2,753464515.995,877959401.495
ESSENCEp520,2005-12-24,2h08m09.34s,-3d48m05s,18,1,17,753464515.995,976023872.495
ESSENCEp524,2005-11-28,2h30m10.16s,-8d52m50.8s,3,0,3,876812029.495,907740439.995
ESSENCEp524,2005-11-28,2h30m10.16s,-8d52m50.8s,12,0,12,876812029.495,975249040.995
ESSENCEp527,2005-12-27,2h08m10.47s,-3d32m17.7s,3,1,2,753464515.995,877959401.495
ESSENCEp527,2005-12-27,2h08m10.47s,-3d32m17.7s,10,1,9,753464515.995,975792857.495
ESSENCEp528,2005-11-30,2h07m04.66s,-3d28m04.4s,3,1,2,753464808.495,877959243.495
ESSENCEp528,2005-11-30,2h07m04.66s,-3d28m04.4s,12,1,11,753464808.495,976023872.495
ESSENCEp534,2005-12-24,2h04m56.09s,-3d49m03.7s,3,1,2,753464808.495,877959243.495
ESSENCEp534,2005-12-24,2h04m56.09s,-3d49m03.7s,12,1,11,753464808.495,976023872.495
ESSENCEq002,2006-09-16,2h05m12.945s,-3d39m00.723s,3,1,2,753464808.495,877959243.495
ESSENCEq002,2006-09-16,2h05m12.945s,-3d39m00.723s,12,1,11,753464808.495,976023872.495
ESSENCEq006,2006-09-16,2h10m52.276s,-3d57m39.374s,3,1,2,753464515.995,877959401.495
ESSENCEq006,2006-09-16,2h10m52.276s,-3d57m39.374s,13,1,12,753464515.995,975792857.495
ESSENCEq018,2006-09-16,2h31m39.017s,-8d18m05.17s,4,0,4,876812113.495,908805295.495
ESSENCEq018,2006-09-16,2h31m39.017s,-8d18m05.17s,12,0,12,876812113.495,975875968.495
ESSENCEq021,2006-09-16,2h33m43.919s,-8d05m50.05s,6,3,3,782391427.495,908805303.995
ESSENCEq021,2006-09-16,2h33m43.919s,-8d05m50.05s,11,3,8,782391427.495,976041622.495
ESSENCEs354,2006-11-26,2h06m10.482s,-5d05m23s,2,2,0,781190694.495,782131454.995
ESSENCEs354,2006-11-26,2h06m10.482s,-5d05m23s,65,2,63,781190694.495,973918281.995
ESSENCEs380,2006-12-17,2h09m00.048s,-5d07m41.787s,1,0,1,877621112.495,877621112.495
ESSENCEs380,2006-12-17,2h09m00.048s,-5d07m41.787s,58,0,58,877621111.995,973947854.995
ESSENCEx039,2007-09-17,2h29m18.063s,-7d39m01.433s,2,1,1,848003822.495,907770017.495
ESSENCEx039,2007-09-17,2h29m18.063s,-7d39m01.433s,13,1,12,848003822.495,976088958.495
ESSENCEx093,2007-10-08,2h29m43.134s,-9d06m54.931s,7,4,3,782397473.995,907740439.995
ESSENCEx093,2007-10-08,2h29m43.134s,-9d06m54.931s,14,4,10,782397473.995,975249040.995
Frida,2005-08-07,2h21m42.066s,-3d21m53.12s,25,2,23,784504322.995,911284282.495
Frida,2005-08-07,2h21m42.066s,-3d21m53.12s,51,2,49,784504322.995,973581155.495
Gabi,2005-04-14,12h36m13.83s,62d12m07.56s,82,44,38,759099283.495,895311189.995
Gabi,2005-04-14,12h36m13.83s,62d12m07.56s,131,77,54,759099283.495,983731612.995
Gaia14acg,2014-10-23,13h17m00s,34d06m06s,1,1,0,764880272.995,764880272.995
Gaia14acg,2014-10-23,13h17m00s,34d06m06s,2,2,0,764880272.495,990462652.995
Gaia14acy,2014-10-26,0h40m40.84s,-28d57m23.2s,6,6,0,847732620.995,999287881.495
Hadrian,2011-10-30,7h17m20.115s,37d49m54.54s,2,2,0,852565633.495,855453048.495
Hadrian,2011-10-30,7h17m20.115s,37d49m54.54s,2,2,0,852565633.495,855453048.495
Hawk,2004-11-05,12h35m41.16s,62d11m37.19s,81,43,38,763294650.495,895311189.995
Hawk,2004-11-05,12h35m41.16s,62d11m37.19s,130,76,54,759311443.995,983731612.995
HFF14Jan,2014-11-27,2h39m51.824s,-1d35m21.97s,2,2,0,876723445.995,878557307.995
HFF14Jan,2014-11-27,2h39m51.824s,-1d35m21.97s,3,3,0,876723445.995,1006024573.495
HST04Man,2004-05-20,12h36m34.853s,62d15m48.86s,81,43,38,763294650.495,895311189.995
HST04Man,2004-05-20,12h36m34.853s,62d15m48.86s,130,76,54,759311443.995,983731612.995
HST04Sas,2004-05-23,12h36m54.125s,62d08m22.21s,82,44,38,759099241.995,895311189.995
HST04Sas,2004-05-23,12h36m54.125s,62d08m22.21s,131,77,54,759099241.995,983731612.995
HST05Dic,2005-04-12,12h35m49.61s,62d10m11.96s,81,43,38,763294650.495,895311189.995
HST05Dic,2005-04-12,12h35m49.61s,62d10m11.96s,130,76,54,759311443.995,983731612.995
HST05Fer,2005-04-12,12h36m25.1s,62d15m23.84s,81,43,38,763294650.495,895311189.995
HST05Fer,2005-04-12,12h36m25.1s,62d15m23.84s,130,76,54,759311443.995,983731612.995
HST05Koe,2005-04-12,12h36m22.92s,62d18m23.2s,81,43,38,763294650.495,895311189.995
HST05Koe,2005-04-12,12h36m22.92s,62d18m23.2s,130,76,54,759311443.995,983731612.995
HST05Lan,2005-02-25,12h36m56.72s,62d12m53.33s,82,44,38,759099241.995,895311189.995
HST05Lan,2005-02-25,12h36m56.72s,62d12m53.33s,131,77,54,759099241.995,983731612.995
iPTF13acq,2013-03-31,10h00m46.2s,2d33m04.5s,137,137,0,760447835.995,890454662.495
iPTF13acq,2013-03-31,10h00m46.2s,2d33m04.5s,177,177,0,760447835.995,981880288.495
iPTF13adg,2013-03-31,12h34m39.95s,16d42m39.9s,1,1,0,860767419.995,860767419.995
iPTF13adg,2013-03-31,12h34m39.95s,16d42m39.9s,3,3,0,860767419.495,955172019.495
iPTF13adm,2013-04-03,14h07m41.54s,60d03m18.9s,2,2,0,794066662.495,860240785.995
iPTF13adm,2013-04-03,14h07m41.54s,60d03m18.9s,3,3,0,794066662.495,860240785.995
iPTF13adw,2013-04-03,14h21m01.12s,50d15m00.3s,1,1,0,767094239.495,767094239.495
iPTF13adw,2013-04-03,14h21m01.12s,50d15m00.3s,1,1,0,767094239.495,767094239.495
iPTF13aeo,2013-04-04,9h50m46.17s,3d01m12.3s,2,2,0,1011441296.995,1011447213.995
iPTF13agl,2013-04-04,14h42m51.58s,8d45m29s,1,1,0,740388376.495,740388376.495
iPTF13agl,2013-04-04,14h42m51.58s,8d45m29s,3,3,0,740388375.995,928872039.495
iPTF13aia,2013-04-05,12h31m53.24s,9d12m19.2s,7,7,0,765554828.995,925819232.995
iPTF13aia,2013-04-05,12h31m53.24s,9d12m19.2s,10,10,0,765554828.995,955107519.995
iPTF13aie,2013-04-05,12h13m27.74s,2d12m08.7s,1,1,0,924612371.495,924612371.495
iPTF13aie,2013-04-05,12h13m27.74s,2d12m08.7s,3,3,0,762330186.495,924612371.495
iPTF13aif,2013-04-05,12h09m14.21s,14d01m18.9s,1,1,0,858938280.495,858938280.495
iPTF13aif,2013-04-05,12h09m14.21s,14d01m18.9s,2,2,0,858938279.995,953321081.495
iPTF13aij,2013-04-06,12h08m46.26s,39d53m25.6s,1,1,0,855797466.995,855797466.995
iPTF13aij,2013-04-06,12h08m46.26s,39d53m25.6s,1,1,0,855797466.995,855797466.995
iPTF13akb,2013-04-08,13h21m15.77s,29d32m52.8s,2,2,0,766058844.495,921778881.995
iPTF13akb,2013-04-08,13h21m15.77s,29d32m52.8s,2,2,0,766058844.495,921778881.995
iPTF13akl,2013-04-11,15h09m35.58s,57d37m29.5s,2,2,0,771828777.995,771834708.995
iPTF13akl,2013-04-11,15h09m35.58s,57d37m29.5s,2,2,0,771828777.995,771834708.995
iPTF13byy,2013-07-13,16h35m41.07s,37d25m12.8s,1,1,0,991368068.495,991368068.495
iPTF13dkj,2013-09-13,23h08m50.77s,20d04m08.7s,2,2,0,843679392.995,869185347.495
iPTF13dkj,2013-09-13,23h08m50.77s,20d04m08.7s,2,2,0,843679392.995,869185347.495
iPTF13dkl,2013-09-12,23h44m57.99s,3d23m40.3s,3,3,0,777332487.495,874516225.495
iPTF13dud,2013-10-22,23h43m55.75s,27d20m33s,2,2,0,838331112.495,846140644.495
iPTF13dud,2013-10-22,23h43m55.75s,27d20m33s,2,2,0,838331112.495,846140644.495
iPTF13dvp,2013-10-25,1h06m54.41s,32d34m51.8s,4,4,0,815238161.495,847122672.995
iPTF13dvp,2013-10-25,1h06m54.41s,32d34m51.8s,4,4,0,815238161.495,847122672.995
iPTF13dwl,2013-10-28,21h16m49.05s,12d00m50.8s,10,10,0,772609417.995,902321819.995
iPTF13dwl,2013-10-28,21h16m49.05s,12d00m50.8s,15,15,0,772609417.995,936219381.495
iPTF13ebh,2013-11-13,2h21m59.98s,33d16m13.7s,1,1,0,1005663467.495,1005663467.495
iPTF14avr,2014-05-09,16h20m00.62s,38d24m02.8s,3,3,0,837875672.995,926972986.495
iPTF14avr,2014-05-09,16h20m00.62s,38d24m02.8s,5,5,0,768490159.495,926972986.495
iPTF14avu,2014-05-10,16h35m33.37s,66d37m08.8s,8,8,0,772136639.995,899268775.495
iPTF14avu,2014-05-10,16h35m33.37s,66d37m08.8s,14,14,0,772136639.995,930569788.495
iPTF14awe,2014-05-09,17h21m45.92s,69d49m14.1s,4,4,0,860127444.995,864843504.995
iPTF14awe,2014-05-09,17h21m45.92s,69d49m14.1s,4,4,0,860127444.995,864843504.995
iPTF14axt,2014-05-12,16h15m41.37s,31d45m14.9s,2,2,0,837799334.495,860702341.995
iPTF14axt,2014-05-12,16h15m41.37s,31d45m14.9s,4,4,0,800221273.495,860702341.995
iPTF14axv,2014-05-13,18h01m51.29s,67d02m27.4s,4,4,0,841715685.495,842188113.995
iPTF14axv,2014-05-13,18h01m51.29s,67d02m27.4s,4,4,0,841715685.495,842188113.995
iPTF14azl,2014-05-19,12h26m36.03s,10d50m44.8s,1,1,0,764685474.495,764685474.495
iPTF14azl,2014-05-19,12h26m36.03s,10d50m44.8s,3,3,0,764685473.995,953474862.495
iPTF14bcu,2014-05-26,12h26m07.93s,51d18m58.4s,1,1,0,856530602.495,856530602.495
iPTF14bcu,2014-05-26,12h26m07.93s,51d18m58.4s,1,1,0,856530602.495,856530602.495
iPTF14bda,2014-05-27,16h03m57.74s,5d00m37.3s,3,3,0,865624027.995,896630431.995
iPTF14bda,2014-05-27,16h03m57.74s,5d00m37.3s,5,5,0,800640755.995,896630431.995
iPTF14bdn,2014-05-27,13h30m44.88s,32d45m42.4s,1,1,0,794439601.495,794439601.495
iPTF14bdn,2014-05-27,13h30m44.88s,32d45m42.4s,1,1,0,794439601.495,794439601.495
iPTF14efr,2014-08-27,22h01m50.78s,22d01m55.8s,2,2,0,842828134.495,868901744.995
iPTF14efr,2014-08-27,22h01m50.78s,22d01m55.8s,3,3,0,842828134.495,1000967320.495
iPTF14eje,2014-08-28,23h13m10.35s,29d11m28.9s,2,2,0,838639072.995,846223811.995
iPTF14eje,2014-08-28,23h13m10.35s,29d11m28.9s,2,2,0,838639072.995,846223811.995
iPTF14emu,2014-09-02,0h51m29.06s,-1d00m09.2s,2,2,0,749327330.995,876894219.495
iPTF14emu,2014-09-02,0h51m29.06s,-1d00m09.2s,2,2,0,749327330.995,876894219.495
iPTF14flj,2014-09-15,21h39m20.15s,27d07m31.2s,2,2,0,868676596.995,868682516.995
iPTF14flj,2014-09-15,21h39m20.15s,27d07m31.2s,2,2,0,868676596.995,868682516.995
iPTF14fuu,2014-09-21,22h29m43.85s,-27d49m42.1s,3,3,0,751019623.995,873161459.495
iPTF14fyq,2014-09-22,0h03m21.72s,43d41m10.6s,1,1,0,1004581655.995,1004581655.995
iPTF14fyt,2014-09-23,22h16m43.3s,24d20m44s,2,2,0,842887297.495,868789270.495
iPTF14fyt,2014-09-23,22h16m43.3s,24d20m44s,2,2,0,842887297.495,868789270.495
iPTF14fzd,2014-09-24,0h54m40.93s,6d29m32.8s,1,1,0,749481358.995,749481358.995
iPTF14fzd,2014-09-24,0h54m40.93s,6d29m32.8s,1,1,0,749481358.995,749481358.995
iPTF14ghj,2014-10-02,23h07m31.64s,24d58m44.3s,2,2,0,843821515.495,845614391.995
iPTF14ghj,2014-10-02,23h07m31.64s,24d58m44.3s,2,2,0,843821515.495,845614391.995
iPTF14gjm,2014-10-06,2h07m51.02s,36d43m24.7s,2,2,0,846514563.995,1005562365.495
iPTF14gkg,2014-10-11,1h02m10.63s,40d50m56.7s,3,3,0,815806138.995,847099152.495
iPTF14gkg,2014-10-11,1h02m10.63s,40d50m56.7s,3,3,0,815806138.995,847099152.495
iPTF14gmo,2014-10-11,2h21m18.32s,40d51m15.8s,1,1,0,1005586312.495,1005586312.495
iPTF14gnk,2014-10-12,22h21m35.58s,27d25m03.3s,3,3,0,776823153.495,842028348.995
iPTF14gnk,2014-10-12,22h21m35.58s,27d25m03.3s,3,3,0,776823153.495,842028348.995
iPTF14gnw,2014-10-13,21h36m03.73s,17d15m47.2s,2,2,0,868652627.995,868658548.495
iPTF14gnw,2014-10-13,21h36m03.73s,17d15m47.2s,3,3,0,810706367.995,868658548.495
iPTF14gnz,2014-10-14,21h44m56.59s,22d39m29.9s,4,4,0,772561748.995,868765294.495
iPTF14gnz,2014-10-14,21h44m56.59s,22d39m29.9s,4,4,0,772561748.995,868765294.495
iPTF14goa,2014-10-14,21h08m27.07s,24d35m24.9s,1,1,0,772651042.495,772651042.495
iPTF14goa,2014-10-14,21h08m27.07s,24d35m24.9s,2,2,0,772651041.995,810989532.995
iPTF14gtb,2014-10-19,0h23m32.61s,-56d54m12.9s,2,2,0,871292246.995,871735921.995
iPTF14gtb,2014-10-19,0h23m32.61s,-56d54m12.9s,3,3,0,871292246.995,1006704381.995
iPTF14gtp,2014-10-20,1h24m12.75s,39d40m13.2s,3,3,0,847040415.995,908723167.495
iPTF14gtp,2014-10-20,1h24m12.75s,39d40m13.2s,3,3,0,847040415.995,908723167.495
iPTF14gwp,2014-10-23,1h13m40.15s,45d00m39.4s,3,3,0,847017178.495,1003854110.995
iPTF14hlm,2014-11-05,9h08m45.72s,55d32m41s,2,2,0,758371229.495,758707988.495
iPTF14hlm,2014-11-05,9h08m45.72s,55d32m41s,2,2,0,758371229.495,758707988.495
iPTF14igh,2014-11-21,12h35m50.4s,54d54m06.3s,2,2,0,887306269.995,890554257.495
iPTF14igh,2014-11-21,12h35m50.4s,54d54m06.3s,2,2,0,887306269.995,890554260.495
iPTF14igi,2014-11-21,8h21m34.69s,38d50m42.1s,3,3,0,855021299.995,917820565.495
iPTF14igi,2014-11-21,8h21m34.69s,38d50m42.1s,3,3,0,855021299.995,917820565.495
iPTF14igj,2014-11-21,8h55m54.67s,31d08m35.3s,2,2,0,824219363.495,886075538.995
iPTF14igj,2014-11-21,8h55m54.67s,31d08m35.3s,2,2,0,824219363.495,886075538.995
iPTF14igk,2014-11-22,13h09m15.17s,59d20m56.8s,1,1,0,793877572.495,793877572.495
iPTF14igk,2014-11-22,13h09m15.17s,59d20m56.8s,4,4,0,759530625.495,798025430.495
iPTF14iit,2014-11-28,2h38m56.24s,23d52m07.6s,2,2,0,877183447.995,877792812.495
iPTF14iit,2014-11-28,2h38m56.24s,23d52m07.6s,2,2,0,877183447.995,877792812.495
K0509-001,2005-09-10,21h26m16.232s,-0d33m14.46s,6,0,6,838568158.495,903386290.495
K0509-001,2005-09-10,21h26m16.232s,-0d33m14.46s,6,0,6,838568158.495,903386290.495
Lauren,2005-10-18,3h37m44.512s,-28d43m54.58s,30,0,30,814493178.495,882603165.995
Lauren,2005-10-18,3h37m44.512s,-28d43m54.58s,31,0,31,814493178.495,975526997.495
LSQ11bk,2011-12-06,4h20m44.27s,-8d35m55.46s,1,1,0,1003847444.495,1003847444.495
LSQ12aor,2012-02-25,10h55m17.63s,-14d18m01.3s,1,1,0,795096045.995,795096045.995
LSQ12apf,2012-02-26,11h27m08.06s,-9d13m22.3s,1,1,0,858163502.995,858163502.995
LSQ12apf,2012-02-26,11h27m08.06s,-9d13m22.3s,8,8,0,828260962.995,983518577.995
LSQ12ayu,2012-03-10,9h21m59.69s,16d52m50.4s,2,2,0,824515495.495,853246589.995
LSQ12ayu,2012-03-10,9h21m59.69s,16d52m50.4s,2,2,0,824515495.495,853246589.995
LSQ12bgl,2012-03-17,10h47m46.74s,-6d04m20.64s,2,2,0,827479953.995,885028991.995
LSQ12bgl,2012-03-17,10h47m46.74s,-6d04m20.64s,3,3,0,797232246.495,885028991.995
LSQ12bia,2012-03-19,10h28m33.79s,-10d34m41.52s,2,2,0,827320927.995,884852200.495
LSQ12bia,2012-03-19,10h28m33.79s,-10d34m41.52s,4,4,0,794871969.495,884852200.495
LSQ12bjm,2012-03-21,14h07m53.88s,-12d46m16.7s,1,1,0,862825537.995,862825537.995
LSQ12bjm,2012-03-21,14h07m53.88s,-12d46m16.7s,1,1,0,862825537.995,862825537.995
LSQ12bjw,2012-03-22,14h12m28.73s,-16d35m33.4s,1,1,0,861737294.495,861737294.495
LSQ12bjw,2012-03-22,14h12m28.73s,-16d35m33.4s,2,2,0,799765093.995,861737294.495
LSQ12bld,2012-03-27,13h42m44.02s,8d05m33.75s,1,1,0,861641368.495,861641368.495
LSQ12bld,2012-03-27,13h42m44.02s,8d05m33.75s,1,1,0,861641368.495,861641368.495
LSQ12blp,2012-03-26,13h36m05.59s,-11d37m16.8s,2,2,0,768933918.495,859174288.495
LSQ12blp,2012-03-26,13h36m05.59s,-11d37m16.8s,2,2,0,768933918.495,859174288.495
LSQ12bmn,2012-03-30,14h27m11.3s,18d35m24.4s,2,2,0,863800726.495,863896692.495
LSQ12bmn,2012-03-30,14h27m11.3s,18d35m24.4s,4,4,0,863800726.495,989391833.495
LSQ12bnt,2012-04-01,12h51m32.23s,4d01m25.68s,6,6,0,765732941.495,987736093.495
LSQ12bov,2012-03-31,13h57m10.44s,16d17m07.8s,1,1,0,862831309.995,862831309.995
LSQ12bov,2012-03-31,13h57m10.44s,16d17m07.8s,1,1,0,862831309.995,862831309.995
LSQ12bpc,2012-03-31,14h48m53.5s,15d36m53.3s,1,1,0,863765453.495,863765453.495
LSQ12bpc,2012-03-31,14h48m53.5s,15d36m53.3s,2,2,0,863765452.995,957651302.495
LSQ12bpg,2012-03-31,15h07m32s,20d33m00s,1,1,0,861902379.995,861902379.995
LSQ12bpg,2012-03-31,15h07m32s,20d33m00s,1,1,0,861902379.995,861902379.995
LSQ12bpo,2012-04-02,11h23m34.49s,-12d23m58.9s,1,1,0,858346339.495,858346339.495
LSQ12bpo,2012-04-02,11h23m34.49s,-12d23m58.9s,2,2,0,797315079.995,858346339.495
LSQ12bpy,2012-03-29,13h36m40.37s,-21d51m15.48s,1,1,0,769005652.995,769005652.995
LSQ12bpy,2012-03-29,13h36m40.37s,-21d51m15.48s,1,1,0,769005652.995,769005652.995
LSQ12brs,2012-04-06,13h51m17.4s,-11d55m25.3s,1,1,0,768940712.495,768940712.495
LSQ12brs,2012-04-06,13h51m17.4s,-11d55m25.3s,1,1,0,768940712.495,768940712.495
