SN Name,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations,Host Name,Search Type,Distance Modulus,Distance Modulus Error,Host PGC,Host Morphology,Host Morphology Code,Host Position
PSc090966,SDSS J221256.82+010148.9,333.23677999999995,1.0302799999999999,G,,,,22.8g,0.067,0,0,15,1,0,3,0,,loc,,,,,,
PSc091739,[NLS2017] J036.99331-04.02456,36.99331,-4.02456,IrS,,,,,0.023,1,0,0,1,0,0,0,,loc,,,,,,
PSc100163,PS1-10blh,35.44234,-5.1516,SN,95634.0,0.319,,,0.0,1,0,0,1,1,0,0,,loc,,,,,,
PSc100164,WISEA J022128.92-050134.9,35.370490000000004,-5.02626,VisS,119793.0,0.39958699999999997,PHOT,21.2r,0.009000000000000001,1,0,22,3,0,0,0,,loc,,,,,,
PSc100206,PS1-10blp,52.51817,-28.256690000000003,SN,65055.0,0.217,,,0.0,1,0,0,1,1,0,0,,loc,,,,,,
PSc100405,PS1-10bmk,53.62855,-27.32058,SN,30879.0,0.10300000000000001,,,0.0,1,0,0,1,1,0,0,,loc,,,,,,
PSc110014,WISEA J221827.63-000948.6,334.61523,-0.16353,G,98332.0,0.32799999999999996,:,21.7g,0.065,1,0,28,2,0,4,0,,loc,,,,,,
PSc110476,WISEA J100518.59+020501.5,151.32752,2.08366,G,,,,23.1g,0.039,0,0,27,2,0,4,0,,loc,,,,,,
PSc110725,WISEA J084103.82+442914.1,130.26601000000002,44.48723,G,149213.0,0.497721,SPEC,21.5g,0.04,2,0,27,4,2,4,0,,loc,,,,,,
PSc120039,SDSS J095626.08+013206.5,149.10867,1.53516,G,,,,22.1g,0.004,0,0,19,2,0,4,0,,loc,,,,,,
PSc120111,zCOSMOS 838255,150.22397,2.5218700000000003,G,128431.0,0.4284,:,22.3i,0.004,9,0,10,4,6,0,0,,loc,,,,,,
PSc120223,SDSS J095902.93+030736.5,149.76223000000002,3.12681,G,,,,20.8g,0.047,0,0,15,1,0,4,0,,loc,,,,,,
PSc120706,GALEXASC J095843.11+022600.2,149.67963999999998,2.4334,UvS,,,,,0.02,0,0,8,2,0,0,0,,loc,,,,,,
PSc130145,SDSS J095949.54+032845.0,149.95646000000002,3.47917,G,,,,21.9g,0.016,0,0,15,1,0,4,0,,loc,,,,,,
PSc130373,WISEA J141820.22+533839.6,214.58424,53.64436,G,109724.0,0.366,PHOT,21.2g,0.013999999999999999,1,0,27,2,1,4,0,,loc,,,,,,
PSc130391,SDSS J141141.43+541316.9,212.92266,54.22138,*,,,,23.4g,0.01,0,0,5,1,0,4,0,,loc,,,,,,
PSc131031,SDSS J140941.44+532058.4,212.42269,53.34956999999999,G,,,,22.4g,0.016,0,0,15,1,0,4,0,,loc,,,,,,
PSc140210,WISEA J141504.13+532716.6,213.76724,53.45468,G,67154.0,0.22399999999999998,PHOT,19.1g,0.01,1,0,31,3,1,4,0,,loc,,,,,,
PSc140214,SDSS J141413.84+534207.3,213.55767000000003,53.702040000000004,G,,,,20.6g,0.008,0,0,19,2,0,4,0,,loc,,,,,,
PSc140229,SDSS J122644.38+472328.4,186.68492,47.39123,G,,,,22.1g,0.01,0,0,19,2,0,4,0,,loc,,,,,,
PSc140234,SDSS J140846.62+534924.4,212.19426,53.82346,G,,,,21.2g,0.017,0,0,19,2,0,4,0,,loc,,,,,,
PSc150145,WISEA J122821.07+471719.6,187.08783,47.2887,UvS,,,,,0.025,0,0,20,3,0,0,0,,loc,,,,,,
PSc150210,WISEA J095816.06+023058.1,149.56682,2.51602,G,121416.0,0.405,PHOT,22.9g,0.006999999999999999,8,0,38,6,6,4,0,,loc,,,,,,
PSc150234,WISEA J141104.94+523619.5,212.77064,52.605309999999996,*,,,,24.0g,0.009000000000000001,0,0,17,2,0,4,0,,loc,,,,,,
PSc150365,WISEA J161003.51+534902.0,242.51457000000002,53.81721999999999,G,,,,21.1g,0.022000000000000002,1,0,43,5,0,4,0,,loc,,,,,,
PSc150379,WISEA J160410.01+535823.8,241.04153,53.97328,G,,,,21.2g,0.005,0,0,37,3,0,4,0,,loc,,,,,,
PSc150515,WISEA J160437.82+551607.2,241.15747000000002,55.268840000000004,IrS,,,,,0.006,0,0,22,2,0,0,0,,loc,,,,,,
PSc151005,WISEA J140915.50+522300.4,212.3149,52.383520000000004,UvS,,,,,0.018000000000000002,0,0,16,2,0,0,0,,loc,,,,,,
PSc160028,WISEA J161323.19+535816.3,243.34658,53.97121,G,,,,17.4R,0.012,5,0,60,7,0,4,0,,loc,,,,,,
PSc160195,WISEA J161040.21+533926.2,242.6676,53.6572,G,,,,20.0g,0.013999999999999999,1,0,41,5,0,4,0,,loc,,,,,,
PSc170254,SDSS J160854.10+535122.6,242.22543,53.856280000000005,G,,,,19.8g,0.008,1,0,27,3,0,4,0,,loc,,,,,,
PSc170285,WISEA J161609.02+540829.4,244.03761,54.1415,G,,,,21.9g,0.043,0,0,37,3,0,4,0,,loc,,,,,,
PSc170539,WISEA J221753.76+012231.5,334.47405,1.37533,IrS,,,,,0.256,0,0,18,2,0,0,0,,loc,,,,,,
PSc170558,WISEA J221845.79+012155.6,334.69081,1.3654600000000001,IrS,,,,,0.006,0,0,12,1,0,0,0,,loc,,,,,,
PSc180255,[LYY2017] 062474,333.7352,0.5439,G,122915.0,0.41,PHOT,,0.024,1,0,0,1,1,0,0,,loc,,,,,,
PSc180329,SDSS J221719.85+011531.0,334.33272,1.25862,G,,,,23.7g,0.1,0,0,15,1,0,4,0,,loc,,,,,,
PSc190062,SDSS J221525.46+004047.3,333.85611,0.67981,G,,,,22.5g,0.008,1,0,18,3,1,4,0,,loc,,,,,,
PSc190230,WISEA J221545.09+002522.2,333.93786,0.42283999999999994,G,,,,19.2g,0.055999999999999994,1,0,28,4,1,4,0,,loc,,,,,,
PSc190269,SDSS J222004.33-001414.7,335.01807,-0.23743000000000003,G,,,,22.3g,0.013999999999999999,0,0,19,2,0,4,0,,loc,,,,,,
PSc200058,SDSS J221758.95-002628.4,334.49566,-0.44123,G,,,,23.5g,0.021,0,0,15,1,0,4,0,,loc,,,,,,
PSc200132,WISEA J221759.36-004143.4,334.49736,-0.69539,IrS,,,,,0.221,0,0,12,1,0,0,0,,loc,,,,,,
PSc210027,WISEA J221711.91+010434.4,334.29963,1.07623,G,,,,22.9g,0.01,0,0,27,2,0,4,0,,loc,,,,,,
PSc340105,WISEA J022352.64-033804.3,35.96952,-3.63446,IrS,,,,,0.002,0,0,22,2,0,0,0,,loc,,,,,,
PSc350213,WISEA J100406.93+024354.5,151.02893,2.73181,G,,,,22.0g,0.042,0,0,33,4,0,4,0,,loc,,,,,,
PSc370589,WISEA J095626.03+032717.8,149.1084,3.45495,G,,,,21.5g,0.016,0,0,27,2,0,4,0,,loc,,,,,,
PSc380095,WISEA J140851.18+533538.4,212.21321,53.59395,G,,,,19.4g,0.003,0,0,31,3,0,4,0,,loc,,,,,,
PSc380204,WISEA J141514.31+530515.8,213.80965,53.08775,G,66254.0,0.221,PHOT,19.9g,0.009000000000000001,1,0,33,3,1,4,0,,loc,,,,,,
PSc380421,WISEA J140727.61+540039.8,211.86497000000003,54.01112,G,,,,19.8g,0.023,0,0,27,2,0,4,0,,loc,,,,,,
PSc500020,WISEA J141342.25+522809.8,213.42607999999998,52.469440000000006,G,72150.0,0.24066500000000002,,18.4g,0.08,8,0,66,7,4,10,0,,loc,,,,,,
PSc500043,GALEXASC J095944.75+021805.6,149.93661,2.30158,G,75518.0,0.2519,,19.2i,0.04,14,0,17,8,8,0,0,,loc,,,,,,
PSc500065,WISEA J141621.03+540805.9,214.08771000000002,54.13491,G,109724.0,0.366,PHOT,21.8g,0.003,1,0,31,4,2,4,0,,loc,,,,,,
PSc520011,NMBS AEGIS 31205,214.82363999999998,52.478880000000004,G,,,,,0.037000000000000005,1,0,0,1,0,0,0,,loc,,,,,,
PSc550031,WISEA J022520.86-051918.7,36.33684,-5.32195,G,63972.0,0.213389,PHOT,19.2r,0.023,1,0,22,3,0,0,0,,loc,,,,,,
PSc580006,WISEA J022038.08-043831.9,35.158609999999996,-4.64231,G,,,,19.57,0.035,0,0,41,7,0,0,0,,loc,,,,,,
PSc580010,WISEA J022655.84-034434.2,36.73267,-3.74284,IrS,,,,,0.045,0,0,12,1,0,0,0,,loc,,,,,,
PSc580024,WISEA J022234.56-052804.4,35.64407,-5.4679400000000005,VisS,99068.0,0.33045399999999997,PHOT,21.0r,0.249,1,0,30,4,0,0,0,,loc,,,,,,
PSc580072,WISEA J100007.81+020124.8,150.03264,2.0236,G,62956.0,0.21,PHOT,20.48,0.001,8,0,38,7,5,4,0,,loc,,,,,,
PSc590191,WISEA J100033.09+015414.1,150.13788,1.90392,G,66074.0,0.2204,,19.9V,0.006999999999999999,23,0,60,15,11,4,0,,loc,,,,,,
PTF09djc,SDSS J174657.24+591205.2,266.7385,59.20146999999999,*,,,,23.7g,0.172,0,0,5,1,0,4,0,,loc,,,,,,
PTF09foz,WISEA J004211.92-095254.8,10.54965,-9.8819,G,16309.0,0.0544,,16.9g,0.006,24,0,67,10,8,10,0,,loc,,,,,,
PTF10cko,WISEA J121115.57+134405.9,182.81481000000002,13.73502,G,19406.0,0.064733,,17.1g,0.08800000000000001,13,0,61,6,3,10,0,,loc,,,,,,
PTF10feg,SDSS J123035.59+154740.7,187.64833000000002,15.79466,G,,,,19.9g,0.037000000000000005,0,0,19,2,0,4,0,,loc,,,,,,
PTF10fxe,WISEA J094509.65+223744.4,146.29013999999998,22.62878,G,,,,19.7g,0.019,0,0,31,3,0,4,0,,loc,,,,,,
PTF10goq,WISEA J124559.68+044929.7,191.49867,4.8249,G,,,,19.0g,0.012,0,0,33,3,0,4,0,,loc,,,,,,
PTF10gsp,WISEA J135336.00+395822.3,208.4,39.97283,G,31951.0,0.106577,,18.3g,0.006,11,0,68,7,3,10,0,,loc,,,,,,
PTF10hdm,WISEA J124241.02+051108.1,190.67094,5.1856,IrS,,,,,0.018000000000000002,0,0,12,1,0,0,0,,loc,,,,,,
PTF10mtd,WISEA J140159.63+045905.0,210.49847999999997,4.984780000000001,G,,,,19.5g,0.003,0,0,35,4,0,4,0,,loc,,,,,,
PTF10qna,WISEA J004750.91-255751.8,11.96221,-25.96453,G,28330.0,0.0945,,18.73,0.07200000000000001,1,0,17,4,1,0,0,,loc,,,,,,
PTF10rbp,WISEA J011637.67-014929.2,19.157420000000002,-1.8245,G,24673.0,0.0823,,17.44,0.0,2,0,32,6,1,2,0,,loc,,,,,,
PTF10rgn,WISEA J014140.29+304928.1,25.417920000000002,30.8245,G,,,,,0.022000000000000002,0,0,29,4,0,2,0,,loc,,,,,,
PTF10tqy,WISEA J004241.38+244518.6,10.672460000000001,24.75514,G,,,,,0.078,0,0,27,3,0,2,0,,loc,,,,,,
PTF10trp,WISEA J212808.03+095114.0,322.0334,9.85389,G,14655.0,0.048885000000000005,,17.0g,0.001,11,0,59,9,5,8,0,,loc,,,,,,
PTF10vnu,WISEA J011103.70+002622.4,17.76531,0.43948999999999994,G,13824.0,0.046112,SPEC,18.82,0.11800000000000001,2,0,21,6,1,0,0,,loc,,,,,,
PTF10vyv,GALEXASC J014001.12-080244.2,25.00479,-8.045639999999999,G,,,,20.36,0.035,0,0,5,3,0,0,0,,loc,,,,,,
PTF10wnt,WISEA J014210.10-084740.6,25.54212,-8.79448,G,,,,19.1g,0.03,0,0,28,3,0,4,0,,loc,,,,,,
PTF11dej,WISEA J141554.24+302211.6,213.97592000000003,30.36983,G,24652.0,0.08223,,16.4r,0.036000000000000004,13,0,34,6,1,2,0,,loc,,,,,,
PTF11gdm,WISEA J165623.79+413013.7,254.09912999999997,41.50378,G,,,,19.6g,0.031,0,0,35,4,0,4,0,,loc,,,,,,
PTF11hfu,WISEA J212113.89+021919.5,320.30791,2.3221,IrS,,,,,0.128,0,0,12,1,0,0,0,,loc,,,,,,
PTF11ilj,WISEA J003544.10+384006.7,8.933760000000001,38.66856,IrS,,,,,0.01,0,0,12,1,0,0,0,,loc,,,,,,
PTF11kjl,WISEA J172441.55+732054.4,261.17309,73.34841999999999,*,,,,18.6g,0.11699999999999999,0,0,22,3,0,4,0,,loc,,,,,,
PTF11lnb,WISEA J015041.28+210300.6,27.672040000000003,21.050179999999997,IrS,,,,,0.245,0,0,12,1,0,0,0,,loc,,,,,,
PTF11pdi,WISEA J015336.48+205114.4,28.401999999999997,20.854020000000002,IrS,,,,,0.11800000000000001,0,0,12,1,0,0,0,,loc,,,,,,
PTF11phm,GALEXASC J020142.44+274522.4,30.42685,27.756240000000002,UvS,,,,,0.040999999999999995,0,0,4,1,0,0,0,,loc,,,,,,
PTF11wv,WISEA J095456.12+040742.5,148.73384,4.128369999999999,G,,,,18.5g,0.011000000000000001,0,0,31,3,0,4,0,,loc,,,,,,
Patuxent,S-CANDELS J123808.99+621847.3,189.5375,62.31312,G,290799.0,0.97,,,,10,0,8,3,0,0,2,[RSC2007] J123809.00+621847.24,host,,,,,,
Rakke,CANDELS J033218.17-274409.9,53.075759999999995,-27.73602,G,221846.0,0.74,,24.5R,,17,0,46,4,6,0,0,COMBO-17 41308,host,,,,,,
SCP-06H3,FLX J143429.18+342739.0,218.62171,34.46086,G,372822.0,1.2436,,16.9V,,3,0,8,2,0,0,0,FLX J143429.18+342739.0,host,,,,,,
SDSS-II SN 10036,SDSS-II SN 10036,23.86345,0.23184000000000002,G,164886.0,0.55,PHOT,22.7g,,2,0,15,2,1,4,0,,name,,,,,,
SDSS-II SN 10066,SDSS-II SN 10066,324.00346,-0.05417,G,134007.0,0.447,PHOT,22.9g,,2,0,19,5,3,3,0,SDSS J13600.82-000314.7,name,,,,,,
SDSS-II SN 10113,SDSS-II SN 10113,54.18169,-0.14042000000000002,VisS,95934.0,0.32,PHOT,,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 10146,SDSS J014306.99+011504.4,25.779139999999998,1.25124,G,85205.0,0.28421399999999997,SPEC,22.2g,0.008,1,0,19,4,2,4,0,SDSS J14306.99+011504.5,loc,,,,,,
SDSS-II SN 10154,SDSS J020647.32+011456.2,31.697190000000003,1.24895,G,,,,22.3g,0.341,0,0,15,1,0,3,0,,loc,,,,,,
SDSS-II SN 10324,SDSS-II SN 10324,336.61765,0.58685,G,56061.0,0.187,PHOT,21.0g,,4,0,15,5,4,4,0,SDSS J22628.23+003512.6,name,,,,,,
SDSS-II SN 10450,WISEA J222906.06-010743.9,337.27518,-1.1286399999999999,G,81544.0,0.272,,21.7g,0.049,2,0,31,5,3,4,0,SDSS J22906.03-010743.1,loc,,,,,,
SDSS-II SN 10460,SDSS-II SN 10460,345.02918999999997,-1.20384,G,59059.0,0.19699999999999998,PHOT,21.3g,,2,0,31,6,3,4,0,SDSS J30007.00-011213.8,name,,,,,,
SDSS-II SN 10506,SDSS-II SN 10506,12.02655,0.5001800000000001,VisS,6895.0,0.023,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 10524,SDSS-II SN 10524,55.98274,0.58449,G,24583.0,0.08199999999999999,PHOT,21.8g,,2,0,19,4,1,4,0,SDSS J34355.84+003504.3,name,,,,,,
SDSS-II SN 10559,SDSS-II SN 10559,354.11643,-1.2266,VisS,83043.0,0.27699999999999997,PHOT,,,5,0,0,3,1,0,0,SDSS J33628.01-011335.7,name,,,,,,
SDSS-II SN 10620,WISEA J234957.28-002459.8,357.48868999999996,-0.41661000000000004,IrS,,,,,0.231,0,0,12,1,0,0,0,,loc,,,,,,
SDSS-II SN 11026,WISEA J214313.61+005327.3,325.80664,0.89095,G,85229.0,0.28429299999999996,SPEC,20.8g,0.024,1,0,31,5,2,4,0,SDSS J14313.59+005327.5,loc,,,,,,
SDSS-II SN 11092,SDSS-II SN 11092,302.62335,1.12162,VisS,22185.0,0.07400000000000001,PHOT,,,4,0,4,3,1,0,0,SDSS J01029.85+010715.7,name,,,,,,
SDSS-II SN 11098,SDSS-II SN 11098,309.63666,1.20825,G,102829.0,0.34299999999999997,PHOT,21.2g,,2,0,27,4,1,4,0,SDSS J03832.79+011229.6,name,,,,,,
SDSS-II SN 11120,SDSS J214149.62+002213.3,325.45679,0.37038000000000004,G,32178.0,0.107333,SPEC,,0.001,0,0,0,1,1,0,0,SDSS J14150.10+002209.3,loc,,,,,,
SDSS-II SN 11156,SDSS J013622.52-005218.2,24.09384,-0.87175,G,92644.0,0.309027,SPEC,23.2g,0.006,1,0,15,3,2,4,0,SDSS J13622.52-005218.3,loc,,,,,,
SDSS-II SN 11181,SDSS-II SN 11181,357.02171,-0.14335,G,40772.0,0.136,PHOT,21.2g,,5,0,31,7,4,4,0,SDSS J34805.22-000836.0,name,,,,,,
SDSS-II SN 11263,WISEA J232009.53+001725.9,350.0397,0.29053,G,75848.0,0.253,PHOT,21.5g,0.018000000000000002,2,0,27,3,1,4,0,SDSS J32009.52+001725.9,loc,,,,,,
SDSS-II SN 11305,SDSS-II SN 11305,29.5195,-0.57139,G,55162.0,0.184,PHOT,22.6g,,2,0,15,2,1,4,0,SDSS J15804.67-003417.1,name,,,,,,
SDSS-II SN 11306,WISEA J034657.15-003103.3,56.73822,-0.5176,G,82089.0,0.27382,SPEC,,0.045,1,0,12,3,2,0,0,SDSS J34657.17-003103.3,loc,,,,,,
SDSS-II SN 11311,WISEA J030803.69+002600.5,47.0154,0.43348000000000003,G,61338.0,0.2046,,19.8g,0.01,8,0,41,9,5,4,0,SDSS J30803.69+002600.5,loc,,,,,,
SDSS-II SN 11314,SDSS-II SN 11314,47.07524,0.95926,G,55162.0,0.184,PHOT,22.9g,,2,0,15,3,1,4,0,SDSS J30818.05+005733.2,name,,,,,,
SDSS-II SN 11317,SDSS-II SN 11317,56.50734,0.56209,G,87539.0,0.292,PHOT,20.6g,,2,0,31,5,1,4,0,SDSS J34601.76+003343.5,name,,,,,,
SDSS-II SN 11370,SDSS-II SN 11370,11.46752,-0.71435,G,136675.0,0.4559,,22.3g,,5,0,27,6,4,4,0,SDSS J04552.20-004251.6,name,,,,,,
SDSS-II SN 11478,SDSS-II SN 11478,58.1138,-0.80384,G,98332.0,0.32799999999999996,PHOT,21.2g,,2,0,33,5,1,4,0,SDSS J35227.31-004813.8,name,,,,,,
SDSS-II SN 11518,SDSS-II SN 11518,8.410210000000001,0.53875,G,94734.0,0.316,PHOT,19.9g,,2,0,36,8,3,4,0,SDSS J03338.46+003219.4,name,,,,,,
SDSS-II SN 11523,SDSS J003755.53+003605.8,9.48137,0.6016100000000001,G,,,,,0.001,1,0,0,1,0,0,0,SDSS J03755.53+003605.8,loc,,,,,,
SDSS-II SN 11564,SDSS-II SN 11564,47.60307,0.17985,G,69252.0,0.231,PHOT,22.2g,,2,0,15,3,1,4,0,SDSS J31024.73+001047.2,name,,,,,,
SDSS-II SN 1158,SDSS-II SN 01158,17.27618,-0.35176999999999997,G,208056.0,0.6940000000000001,PHOT,20.6g,,2,0,31,6,3,4,0,SDSS J10906.28-002106.2,name,,,,,,
SDSS-II SN 1166,SDSS J003725.26+005826.2:SN,9.35562,0.9732799999999999,SN,,,,22.0,0.0,4,0,0,1,0,0,0,SDSS J03725.26+005826.1,loc,,,,,,
SDSS-II SN 11723,WISEA J033915.37-000256.4,54.81401999999999,-0.04898,G,,,,22.1g,0.07400000000000001,0,0,27,2,0,4,0,,loc,,,,,,
SDSS-II SN 11771,WISEA J010055.46-003134.8,15.23107,-0.52635,G,77197.0,0.2575,,19.2g,0.034,4,0,38,8,4,4,0,SDSS J10055.45-003134.7,loc,,,,,,
SDSS-II SN 11858,SDSS-II SN 11858,1.05208,0.3595,G,75548.0,0.252,PHOT,20.4g,,2,0,35,7,3,4,0,SDSS J00412.51+002134.1,name,,,,,,
SDSS-II SN 12076,WISEA J020032.68-005715.7,30.136190000000003,-0.9544100000000001,*,,,,22.1g,0.235,0,0,17,2,0,4,0,SDSS J20031.72-005713.9,loc,,,,,,
SDSS-II SN 12213,SDSS-II SN 12213,345.58408,-0.64636,VisS,131309.0,0.43799999999999994,PHOT,,,4,0,0,3,2,0,0,,name,,,,,,
SDSS-II SN 12308,SDSS-II SN 12308,350.17566,0.96521,G,76447.0,0.255,PHOT,20.9g,,3,0,31,6,4,4,0,SDSS J32042.15+005755.0,name,,,,,,
SDSS-II SN 12547,SDSS J003453.41-004752.9,8.72257,-0.79805,G,260955.0,0.870451,SPEC,,0.129,0,0,0,1,1,0,0,,loc,,,,,,
SDSS-II SN 12804,WISEA J011248.36+010224.5,18.20167,1.0402,G,40172.0,0.134,,20.3g,0.003,6,0,31,5,2,4,0,SDSS J11248.40+010224.7,loc,,,,,,
SDSS-II SN 1282,SDSS J211951.82+003040.7,319.96595,0.51132,G,,,,21.8g,0.004,2,0,23,4,0,4,0,SDSS J11951.82+003040.7,loc,,,,,,
SDSS-II SN 1285,SDSS-II SN 01285,321.78344,0.5431,G,103428.0,0.345,PHOT,20.5g,,2,0,35,6,1,4,0,SDSS J12708.02+003235.0,name,,,,,,
SDSS-II SN 12852,SDSS-II SN 12852 HOST,314.25305,0.68913,G,79145.0,0.264,,,0.001,2,0,0,1,0,0,0,,loc,,,,,,
SDSS-II SN 12875,WISEA J234830.39-000343.8,357.12663,-0.06217999999999999,IrS,,,,,0.022000000000000002,0,0,12,1,0,0,0,SDSS J34830.59-000343.9,loc,,,,,,
SDSS-II SN 12940,SDSS J232955.50-003707.2,352.48127999999997,-0.61869,G,655347.0,2.1860020000000002,SPEC,22.9g,0.156,0,0,15,2,1,4,0,,loc,,,,,,
SDSS-II SN 12941,SDSS-II SN 12941,356.77977000000004,-0.59917,VisS,85741.0,0.28600000000000003,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 12947,2MASS J20212163-0035241,305.34016,-0.59005,IrS,,,,,0.172,0,0,5,1,0,0,0,SDSS J02119.80-003547.1,loc,,,,,,
SDSS-II SN 12974,WISEA J012634.03-001342.1,21.64176,-0.2284,G,91826.0,0.306299,SPEC,21.6g,0.005,1,0,27,4,2,4,0,SDSS J12634.02-001342.2,loc,,,,,,
SDSS-II SN 12978,SDSS-II SN 12978,7.167160000000001,0.14792,VisS,50965.0,0.17,PHOT,,,5,0,0,3,2,0,0,,name,,,,,,
SDSS-II SN 13009,GALEXMSC J004553.52+003132.7,11.47301,0.52575,UvS,,,,,0.147,0,0,4,1,0,0,0,SDSS J04555.00+003136.3,loc,,,,,,
SDSS-II SN 1302,SDSS-II SN 01302,53.65478,0.89194,G,84541.0,0.282,PHOT,21.1g,,3,0,28,4,1,4,0,SDSS J33437.14+005331.0,name,,,,,,
SDSS-II SN 13066,WISEA J230431.19-011505.3,346.12998,-1.25145,G,,,,21.5g,0.003,1,0,27,3,0,4,0,SDSS J30431.19-011505.2,loc,,,,,,
SDSS-II SN 13079,WISEA J000509.87+000955.6,1.2911,0.16552,*,,,,22.3g,0.145,0,0,21,3,0,4,0,,loc,,,,,,
SDSS-II SN 13101,WISEA J000624.53-011354.5,1.6021,-1.23175,G,110436.0,0.36837600000000004,,,0.011000000000000001,3,0,12,4,3,0,0,SDSS J00624.54-011354.6,loc,,,,,,
SDSS-II SN 13108,SDSS-II SN 13108,9.87074,-1.2004,VisS,71950.0,0.24,PHOT,,,3,0,0,2,1,0,0,SDSS J03929.00-011159.9,name,,,,,,
SDSS-II SN 13144,SDSS-II SN 13144,20.0821,-0.33359,VisS,7795.0,0.026000000000000002,PHOT,,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 13149,WISEA J001732.19+000541.1,4.3845,0.09427999999999999,G,,,,21.9g,0.008,1,0,27,3,0,3,0,SDSS J01732.26+000539.1,loc,,,,,,
SDSS-II SN 13168,SDSS-II SN 13168,1.6015700000000002,0.62138,VisS,81244.0,0.271,PHOT,,,3,0,0,3,1,0,0,SDSS J00624.42+003716.8,name,,,,,,
SDSS-II SN 13302,GALEXASC J215448.53-003012.5,328.70222,-0.50348,UvS,,,,,0.179,0,0,4,1,0,0,0,,loc,,,,,,
SDSS-II SN 13303,WISEA J215912.43-002618.3,329.80177000000003,-0.43851999999999997,G,,,,21.3g,0.27,0,0,31,3,0,4,0,SDSS J15911.46-002608.9,loc,,,,,,
SDSS-II SN 13329,SDSS-II SN 13329,340.72012,-0.10852,VisS,104028.0,0.34700000000000003,PHOT,,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 13333,SDSS-II SN 13333,318.64914,0.27843,G,64156.0,0.214,PHOT,20.4g,,2,0,31,5,2,4,0,SDSS J11435.79+001642.5,name,,,,,,
SDSS-II SN 13339,SDSS J214421.64+001816.4,326.09021,0.30458,*,,,,21.5g,0.193,0,0,5,1,0,4,0,,loc,,,,,,
SDSS-II SN 13378,SDSS-II SN 13378,36.542629999999996,1.14644,VisS,59359.0,0.198,PHOT,,,2,0,0,2,1,0,0,SDSS J22610.16+010844.2,name,,,,,,
SDSS-II SN 13393,SDSS-II SN 13393,343.23795,0.61747,G,80944.0,0.27,PHOT,22.6g,,2,0,27,4,1,4,0,SDSS J25257.10+003702.9,name,,,,,,
SDSS-II SN 13411,SDSS J210045.52+001130.3,315.18967999999995,0.19175999999999999,G,48866.0,0.163,,21.9g,0.02,5,0,15,2,2,4,0,SDSS J10045.53+001130.2,loc,,,,,,
SDSS-II SN 1342,SDSS-II SN 01342,346.5274,0.11688,VisS,89638.0,0.299,PHOT,,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 13452,SDSS-II SN 13452,1.92081,-0.35126,G,148097.0,0.494,PHOT,22.2g,,4,0,19,6,4,4,0,SDSS J00740.97-002104.4,name,,,,,,
SDSS-II SN 13465,SDSS-II SN 13465,348.88275,0.01614,G,56961.0,0.19,PHOT,21.5g,,3,0,15,4,4,4,0,SDSS J31531.86+000057.9,name,,,,,,
SDSS-II SN 13476,SDSS-II SN 13476,356.0166,-0.79097,VisS,77047.0,0.257,PHOT,,,5,0,4,4,1,0,0,SDSS J34404.07-004726.3,name,,,,,,
SDSS-II SN 13477,SDSS J003113.22-004230.4,7.8051,-0.70845,G,122016.0,0.40700000000000003,PHOT,21.9g,0.01,2,0,19,4,2,4,0,SDSS J03113.22-004230.4,loc,,,,,,
SDSS-II SN 13479,SDSS-II SN 13479,36.47209,-0.37155,VisS,139404.0,0.465,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 13495,SDSS J034110.60+000455.7,55.294169999999994,0.08213999999999999,G,,,,,0.005,1,0,0,1,0,0,0,SDSS J34110.60+000455.7,loc,,,,,,
SDSS-II SN 13497,SDSS-II SN 13497,25.934739999999998,-1.0464799999999999,G,116020.0,0.387,PHOT,21.2g,,4,0,27,6,4,4,0,SDSS J14344.34-010247.3,name,,,,,,
SDSS-II SN 13507,SDSS-II SN 13507,25.45647,-0.79566,G,95334.0,0.318,PHOT,21.8g,,2,0,19,4,1,4,0,SDSS J14149.56-004744.8,name,,,,,,
SDSS-II SN 13520,SDSS-II SN 13520,17.17538,-0.01598,G,87839.0,0.293,PHOT,20.9g,,5,0,15,5,4,4,0,SDSS J10842.09-000057.6,name,,,,,,
SDSS-II SN 13529,SDSS-II SN 13529,21.72007,0.3368,G,94435.0,0.315,PHOT,21.9g,,5,0,31,8,5,4,0,SDSS J12652.82+002012.4,name,,,,,,
SDSS-II SN 13532,WISEA J003708.65+003440.8,9.28627,0.5779,G,79426.0,0.264938,SPEC,20.6g,0.013999999999999999,1,0,27,4,2,4,0,SDSS J03708.69+003440.5,loc,,,,,,
SDSS-II SN 13558,WISEA J010122.83+010039.2,15.345139999999999,1.01092,IrS,,,,,0.254,0,0,12,1,0,0,0,,loc,,,,,,
