Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
PSc070071,2010-08-02,NUV,22h19m56.442s,-0d26m30.92s,38,28,10,711,436,5,PSc070071-NUV.fits.gz
PSc070096,2010-08-03,NUV,16h12m31.207s,53d48m33.16s,43,35,8,2273,311,262,PSc070096-NUV.fits.gz
PSc070111,2010-07-29,NUV,2h25m34.355s,-5d13m07.13s,49,38,11,2082,139,89,PSc070111-NUV.fits.gz
PSc070175,2010-08-03,NUV,16h07m36.818s,54d48m35.15s,44,36,8,2273,311,262,PSc070175-NUV.fits.gz
PSc070200,2010-07-30,NUV,2h26m38.462s,-3d36m57.83s,49,40,9,2440,105,87,PSc070200-NUV.fits.gz
PSc070264,2010-08-04,NUV,22h13m47.572s,0d26m28.25s,44,34,10,2188,33,3,PSc070264-NUV.fits.gz
PSc070459,2010-08-07,NUV,22h12m43.607s,0d36m42.44s,80,64,16,2191,30,1,PSc070459-NUV.fits.gz
PSc070470,2010-08-05,NUV,2h19m48.006s,-3d42m10.47s,50,42,8,2448,99,81,PSc070470-NUV.fits.gz
PSc070530,2010-07-29,NUV,2h25m09.816s,-5d02m36.26s,62,51,11,2422,139,89,PSc070530-NUV.fits.gz
PSc070567,2010-08-14,NUV,22h13m18.456s,0d48m46.22s,11,9,2,2198,23,4,PSc070567-NUV.fits.gz
PSc070611,2010-08-15,NUV,16h18m08.915s,53d58m19.13s,42,34,8,1933,299,250,PSc070611-NUV.fits.gz
PSc071007,2010-08-20,NUV,22h15m37.447s,1d15m38.93s,47,42,5,2203,357,0,PSc071007-NUV.fits.gz
PSc071011,2010-08-14,NUV,22h12m49.28s,-0d42m25.59s,47,42,5,2198,45,1,PSc071011-NUV.fits.gz
PSc071032,2010-08-29,NUV,22h19m13.268s,0d52m25.93s,126,121,5,2554,409,6,PSc071032-NUV.fits.gz
PSc071113,2010-08-29,NUV,16h11m44.234s,55d08m51.76s,49,41,8,2616,285,236,PSc071113-NUV.fits.gz
PSc071245,2010-08-28,NUV,22h15m02.874s,-0d51m54.61s,43,40,3,1433,31,8,PSc071245-NUV.fits.gz
PSc080012,2010-08-20,NUV,22h14m08.482s,-0d10m06.88s,44,40,4,1425,39,1,PSc080012-NUV.fits.gz
PSc080034,2010-08-17,NUV,22h15m24.782s,0d32m10.68s,48,42,6,2529,367,2,PSc080034-NUV.fits.gz
PSc080048,2010-08-27,NUV,2h24m25.254s,-5d00m44.34s,28,18,10,2106,77,60,PSc080048-NUV.fits.gz
PSc080064,2010-09-03,NUV,3h29m42.071s,-27d52m38.11s,58,47,11,2489,96,78,PSc080064-NUV.fits.gz
PSc080146,2010-09-02,NUV,3h31m19.116s,-26d51m52.43s,92,82,10,1769,97,80,PSc080146-NUV.fits.gz
PSc080241,2010-09-02,NUV,3h28m32.442s,-28d04m17.73s,56,46,10,2464,97,79,PSc080241-NUV.fits.gz
PSc080252,2010-09-02,NUV,2h24m41.569s,-3d47m00.06s,69,55,14,2474,71,53,PSc080252-NUV.fits.gz
PSc080257,2010-09-02,NUV,3h37m43.957s,-27d19m15.26s,60,50,10,2460,97,80,PSc080257-NUV.fits.gz
PSc080261,2010-08-31,NUV,3h35m11.954s,-27d11m47.17s,63,52,11,2458,99,82,PSc080261-NUV.fits.gz
PSc080295,2010-09-02,NUV,2h24m43.481s,-4d09m34.94s,129,119,10,2476,71,56,PSc080295-NUV.fits.gz
PSc080296,2010-08-27,NUV,2h21m49.682s,-3d55m16.97s,49,31,18,1382,77,59,PSc080296-NUV.fits.gz
PSc080343,2010-08-31,NUV,3h37m28.646s,-27d43m23.52s,60,50,10,2458,99,82,PSc080343-NUV.fits.gz
PSc080363,2009-09-15,NUV,3h26m38.821s,-27d55m14.34s,56,27,29,2112,449,49,PSc080363-NUV.fits.gz
PSc080438,2010-09-08,NUV,3h31m44.958s,-27d40m58.79s,220,125,95,2494,91,73,PSc080438-NUV.fits.gz
PSc080554,2010-09-03,NUV,2h21m00.039s,-3d40m18.75s,44,35,9,2118,70,52,PSc080554-NUV.fits.gz
PSc080646,2010-09-10,NUV,22h18m29.334s,0d56m29.35s,127,126,1,2566,397,397,PSc080646-NUV.fits.gz
PSc080723,2010-09-29,NUV,2h19m56.728s,-3d57m38.18s,49,40,9,2166,44,26,PSc080723-NUV.fits.gz
PSc080735,2010-09-29,NUV,22h15m29.67s,0d32m30.87s,77,76,1,2572,324,324,PSc080735-NUV.fits.gz
PSc080771,2010-09-13,NUV,3h28m16.421s,-28d08m49.41s,56,46,10,2475,86,68,PSc080771-NUV.fits.gz
PSc080772,2010-09-16,NUV,3h31m35.901s,-28d14m27.1s,212,110,102,2502,83,65,PSc080772-NUV.fits.gz
PSc090107,2010-09-27,NUV,2h22m57.885s,-4d18m40.25s,56,46,10,2473,46,29,PSc090107-NUV.fits.gz
PSc090128,2010-10-07,NUV,2h24m04.603s,-3d13m33.83s,53,34,19,1423,36,18,PSc090128-NUV.fits.gz
PSc090130,2010-09-16,NUV,3h34m26.099s,-26d35m34.49s,62,52,10,1740,83,66,PSc090130-NUV.fits.gz
PSc090147,2010-10-07,NUV,2h26m05.502s,-5d29m39.51s,47,38,9,2152,69,21,PSc090147-NUV.fits.gz
PSc090196,2010-10-06,NUV,2h19m24.164s,-4d35m03.99s,66,30,36,2172,64,22,PSc090196-NUV.fits.gz
PSc090275,2010-10-13,NUV,3h36m17.301s,-28d03m05.44s,69,59,10,1766,56,39,PSc090275-NUV.fits.gz
PSc090966,2010-10-13,NUV,22h12m56.579s,1d01m50.48s,51,50,1,2257,303,303,PSc090966-NUV.fits.gz
PSc091739,2010-10-13,NUV,2h27m58.329s,-4d01m29.39s,38,28,10,2541,30,13,PSc091739-NUV.fits.gz
PSc091748,2010-10-31,NUV,3h28m29.494s,-26d49m42.58s,61,51,10,1785,38,21,PSc091748-NUV.fits.gz
PSc100163,2010-11-10,NUV,2h21m46.162s,-5d09m05.76s,93,91,2,2207,2,1,PSc100163-NUV.fits.gz
PSc100164,2010-10-29,NUV,2h21m28.917s,-5d01m34.02s,93,84,9,2195,14,1,PSc100164-NUV.fits.gz
PSc100206,2010-11-07,NUV,3h30m04.362s,-28d15m24.09s,55,46,9,2530,31,13,PSc100206-NUV.fits.gz
PSc100405,2010-11-24,NUV,3h34m30.852s,-27d19m14.09s,63,55,8,2543,14,1,PSc100405-NUV.fits.gz
PSc110014,2010-11-07,NUV,22h18m27.834s,-0d09m45.94s,39,38,1,808,339,340,PSc110014-NUV.fits.gz
PSc110476,2010-12-15,NUV,10h05m18.648s,2d04m58.9s,38,28,10,2102,96,48,PSc110476-NUV.fits.gz
PSc110725,2009-12-27,NUV,8h41m03.877s,44d29m11.67s,8,7,1,2171,18,19,PSc110725-NUV.fits.gz
PSc120039,2010-12-30,NUV,9h56m26.084s,1d32m06.38s,38,29,9,2117,48,33,PSc120039-NUV.fits.gz
PSc120111,2010-12-30,NUV,10h00m53.74s,2d31m18.9s,176,166,10,2514,48,33,PSc120111-NUV.fits.gz
PSc120223,2011-01-02,NUV,9h59m02.791s,3d07m38.38s,42,33,9,1793,45,29,PSc120223-NUV.fits.gz
PSc120313,2010-12-30,NUV,10h03m30.71s,2d52m04.85s,38,27,11,1766,391,32,PSc120313-NUV.fits.gz
PSc120458,2011-01-09,NUV,9h58m06.695s,1d55m49.38s,96,86,10,2524,59,23,PSc120458-NUV.fits.gz
PSc120706,2011-01-15,NUV,9h58m43.172s,2d25m59.47s,180,169,11,2530,53,17,PSc120706-NUV.fits.gz
PSc130145,2011-01-15,NUV,9h59m49.558s,3d28m44.09s,37,29,8,1806,32,16,PSc130145-NUV.fits.gz
PSc130373,2011-02-04,NUV,14h18m20.292s,53d38m39.14s,18,16,2,640,38,37,PSc130373-NUV.fits.gz
PSc130391,2011-02-02,NUV,14h11m41.445s,54d13m17.56s,18,17,1,638,40,41,PSc130391-NUV.fits.gz
PSc131031,2011-02-10,NUV,14h09m41.539s,53d20m58.92s,19,17,2,646,32,31,PSc131031-NUV.fits.gz
PSc140164,2011-03-09,NUV,10h05m33.961s,2d01m20.13s,38,37,1,2186,12,13,PSc140164-NUV.fits.gz
PSc140210,2011-03-09,NUV,14h15m04.186s,53d27m17.28s,18,16,2,673,5,4,PSc140210-NUV.fits.gz
PSc140214,2011-03-09,NUV,14h14m13.815s,53d42m06.94s,18,16,2,673,5,4,PSc140214-NUV.fits.gz
PSc140229,2011-03-12,NUV,12h26m44.345s,47d23m28.88s,17,16,1,2199,88,88,PSc140229-NUV.fits.gz
PSc140234,2011-03-09,NUV,14h08m46.699s,53d49m25.19s,18,16,2,673,5,4,PSc140234-NUV.fits.gz
PSc150145,2009-05-01,NUV,12h28m21.218s,47d17m18.8s,8,7,1,1519,768,768,PSc150145-NUV.fits.gz
PSc150210,2011-03-31,NUV,9h58m16.059s,2d30m57.57s,163,162,1,2605,299,300,PSc150210-NUV.fits.gz
PSc150234,2009-06-17,NUV,14h11m04.974s,52d36m19.61s,20,4,16,43,635,0,PSc150234-NUV.fits.gz
PSc150365,2011-04-21,NUV,16h10m03.587s,53d49m02.98s,46,38,8,2534,50,1,PSc150365-NUV.fits.gz
PSc150379,2011-04-21,NUV,16h04m10.001s,53d58m23.75s,59,51,8,2534,50,1,PSc150379-NUV.fits.gz
PSc150515,2011-04-21,NUV,16h04m37.768s,55d16m08.12s,46,38,8,2180,50,1,PSc150515-NUV.fits.gz
PSc151005,2010-02-25,NUV,14h09m15.562s,52d23m01.74s,20,8,12,296,382,17,PSc151005-NUV.fits.gz
PSc160028,2011-05-12,NUV,16h13m23.246s,53d58m16.75s,72,66,6,2555,29,0,PSc160028-NUV.fits.gz
PSc160195,2011-05-27,NUV,16h10m40.306s,53d39m26.32s,41,39,2,2515,14,11,PSc160195-NUV.fits.gz
PSc160262,2009-06-11,NUV,16h18m39.19s,55d42m21.73s,42,22,20,1500,729,10,PSc160262-NUV.fits.gz
PSc170178,2010-02-25,NUV,14h12m42.377s,53d31m11.74s,18,7,11,296,382,19,PSc170178-NUV.fits.gz
PSc170254,2011-05-30,NUV,16h08m54.049s,53d51m22.45s,43,41,2,2573,11,8,PSc170254-NUV.fits.gz
PSc170285,2011-05-30,NUV,16h16m09.313s,54d08m30.04s,62,60,2,2573,11,8,PSc170285-NUV.fits.gz
PSc170324,2011-05-29,NUV,16h18m05.315s,55d34m07.51s,57,55,2,2509,12,8,PSc170324-NUV.fits.gz
PSc170539,2011-06-26,NUV,22h17m54.529s,1d22m41.5s,4,3,1,1421,108,108,PSc170539-NUV.fits.gz
PSc170558,2011-06-26,NUV,22h18m45.773s,1d21m55.85s,3,2,1,675,108,108,PSc170558-NUV.fits.gz
PSc180255,2011-07-01,NUV,22h14m56.395s,0d32m39.24s,49,48,1,2847,49,49,PSc180255-NUV.fits.gz
PSc180329,2011-07-12,NUV,22h17m20.245s,1d15m31.9s,10,9,1,2858,92,92,PSc180329-NUV.fits.gz
PSc180424,2011-07-25,NUV,22h17m20.279s,0d31m57.37s,134,133,1,2884,25,25,PSc180424-NUV.fits.gz
PSc180561,2011-07-28,NUV,22h17m50.984s,1d28m06.39s,2,1,1,674,76,76,PSc180561-NUV.fits.gz
PSc190062,2011-07-31,NUV,22h15m25.461s,0d40m47.77s,72,70,2,2877,19,12,PSc190062-NUV.fits.gz
PSc190230,2011-08-18,NUV,22h15m44.873s,0d25m21.14s,154,153,1,2908,1,1,PSc190230-NUV.fits.gz
PSc190269,2011-08-19,NUV,22h20m04.279s,-0d14m15s,38,37,1,1093,54,55,PSc190269-NUV.fits.gz
PSc200058,2011-09-06,NUV,22h17m58.874s,-0d26m28.32s,40,39,1,1111,36,37,PSc200058-NUV.fits.gz
PSc200132,2011-09-19,NUV,22h17m58.556s,-0d41m48.81s,5,4,1,747,23,24,PSc200132-NUV.fits.gz
PSc200170,2011-09-25,NUV,22h17m44.37s,1d21m00.72s,5,4,1,1512,17,17,PSc200170-NUV.fits.gz
PSc210027,2011-09-30,NUV,22h17m11.892s,1d04m34.96s,131,130,1,2951,12,12,PSc210027-NUV.fits.gz
PSc340105,2010-09-12,NUV,2h23m52.675s,-3d38m04s,47,38,9,2484,61,43,PSc340105-NUV.fits.gz
PSc350213,2012-01-24,NUV,10h04m06.984s,2d43m56.99s,43,42,1,2156,1,1,PSc350213-NUV.fits.gz
PSc370589,2011-02-03,NUV,9h56m25.97s,3d27m17.1s,41,31,10,1825,355,2,PSc370589-NUV.fits.gz
PSc380095,2010-02-25,NUV,14h08m51.157s,53d35m38.3s,18,7,11,296,382,19,PSc380095-NUV.fits.gz
PSc380204,2009-06-02,NUV,14h15m14.266s,53d05m16.23s,23,6,17,28,650,18,PSc380204-NUV.fits.gz
PSc380421,2010-05-14,NUV,14h07m27.685s,54d00m38.93s,19,17,2,2520,304,303,PSc380421-NUV.fits.gz
PSc480635,2010-04-04,NUV,9h59m56.024s,2d33m33.52s,178,169,9,2244,318,303,PSc480635-NUV.fits.gz
PSc500020,2010-03-09,NUV,14h13m42.163s,52d28m14.71s,30,11,19,308,370,5,PSc500020-NUV.fits.gz
PSc500043,2011-01-11,NUV,9h59m44.791s,2d18m08.08s,292,281,11,2526,57,21,PSc500043-NUV.fits.gz
PSc500065,2010-05-09,NUV,14h16m21.03s,54d08m05.62s,18,16,2,369,309,308,PSc500065-NUV.fits.gz
PSc520011,2010-04-19,NUV,14h19m17.434s,52d28m43.5s,253,237,16,2495,409,6,PSc520011-NUV.fits.gz
PSc550031,2009-09-16,NUV,2h25m20.926s,-5d19m18.51s,49,24,25,1766,455,41,PSc550031-NUV.fits.gz
PSc580006,2010-09-03,NUV,2h20m37.941s,-4d38m31.28s,70,60,10,2139,70,53,PSc580006-NUV.fits.gz
PSc580010,2009-12-21,NUV,2h26m56.021s,-3d44m34.31s,50,40,10,2219,326,308,PSc580010-NUV.fits.gz
PSc580024,2009-12-05,NUV,2h22m33.802s,-5d27m55.11s,28,25,3,1846,328,17,PSc580024-NUV.fits.gz
PSc580072,2009-12-21,NUV,10h00m07.829s,2d01m25s,293,272,21,2140,443,46,PSc580072-NUV.fits.gz
PSc590191,2010-03-09,NUV,10h00m33.072s,1d54m14.41s,162,151,11,2218,365,329,PSc590191-NUV.fits.gz
PTF09djc,2009-08-10,NUV,17h46m55.9s,59d12m04.86s,3,2,1,1068,723,724,PTF09djc-NUV.fits.gz
PTF09foz,2009-10-09,NUV,0h42m11.893s,-9d52m54.65s,32,3,29,1095,706,344,PTF09foz-NUV.fits.gz
PTF10cko,2010-02-24,NUV,12h11m15.37s,13d44m01.5s,3,2,1,2145,26,27,PTF10cko-NUV.fits.gz
PTF10feg,2010-03-20,NUV,12h30m35.68s,15d47m38.9s,9,2,7,1068,38,11,PTF10feg-NUV.fits.gz
PTF10fej,2010-03-25,NUV,16h06m19.32s,53d55m16.8s,62,43,19,2142,442,40,PTF10fej-NUV.fits.gz
PTF10fxe,2010-04-25,NUV,9h45m09.71s,22d37m44s,3,1,2,1183,296,296,PTF10fxe-NUV.fits.gz
PTF10goq,2010-04-30,NUV,12h45m59.66s,4d49m29s,5,3,2,2211,338,3,PTF10goq-NUV.fits.gz
PTF10gsp,2010-04-27,NUV,13h53m35.97s,39d58m22.2s,5,3,2,1783,315,315,PTF10gsp-NUV.fits.gz
PTF10hdm,2010-05-03,NUV,12h42m41.04s,5d11m07.1s,7,4,3,2214,335,335,PTF10hdm-NUV.fits.gz
PTF10mtd,2010-06-24,NUV,14h01m59.62s,4d59m05.2s,37,36,1,2234,293,294,PTF10mtd-NUV.fits.gz
PTF10nda,2010-06-27,NUV,13h57m09.73s,61d15m09.1s,5,3,2,1939,295,250,PTF10nda-NUV.fits.gz
PTF10nvh,2010-06-23,NUV,21h32m02.35s,8d59m35.7s,3,2,1,2139,408,408,PTF10nvh-NUV.fits.gz
PTF10qna,2010-08-02,NUV,0h47m50.83s,-25d57m56.4s,5,4,1,2476,397,398,PTF10qna-NUV.fits.gz
PTF10rbp,2010-08-08,NUV,1h16m37.78s,-1d49m28.2s,2,1,1,670,446,447,PTF10rbp-NUV.fits.gz
PTF10rgn,2010-08-07,NUV,1h41m40.27s,30d49m26.9s,3,2,1,2132,108,109,PTF10rgn-NUV.fits.gz
PTF10tqy,2010-08-31,NUV,0h42m41.52s,24d45m14.2s,4,3,1,1392,418,419,PTF10tqy-NUV.fits.gz
PTF10trp,2010-08-27,NUV,21h28m08.01s,9d51m14s,13,10,3,2248,343,28,PTF10trp-NUV.fits.gz
PTF10ujt,2010-09-01,NUV,1h49m34.34s,-8d48m02.5s,5,4,1,2524,405,405,PTF10ujt-NUV.fits.gz
PTF10vnu,2010-09-16,NUV,1h11m03.36s,0d26m27.4s,8,3,5,2536,53,11,PTF10vnu-NUV.fits.gz
PTF10vyv,2010-09-21,NUV,1h40m01.08s,-8d02m42.5s,3,2,1,2504,388,388,PTF10vyv-NUV.fits.gz
PTF10wnt,2010-09-21,NUV,1h42m10.01s,-8d47m39.1s,6,5,1,2533,388,388,PTF10wnt-NUV.fits.gz
PTF10xgp,2010-10-03,NUV,4h16m50.3s,1d51m39.2s,5,2,3,1720,439,80,PTF10xgp-NUV.fits.gz
PTF10xhs,2010-09-30,NUV,0h03m05.53s,12d08m02.5s,2,1,1,2229,392,392,PTF10xhs-NUV.fits.gz
PTF11dej,2011-05-04,NUV,14h15m54.34s,30d22m09.9s,5,3,2,2171,31,19,PTF11dej-NUV.fits.gz
PTF11fvq,2011-06-12,NUV,0h37m39.81s,40d40m43.3s,69,62,7,1677,61,56,PTF11fvq-NUV.fits.gz
PTF11gdm,2011-06-21,NUV,16h56m23.7s,41d30m15.1s,4,3,1,2591,24,25,PTF11gdm-NUV.fits.gz
PTF11hfu,2011-07-08,NUV,21h21m13.83s,2d19m11.9s,7,5,2,1453,27,23,PTF11hfu-NUV.fits.gz
PTF11ilj,2011-07-21,NUV,0h35m44.05s,38d40m06.6s,3,1,2,2081,63,16,PTF11ilj-NUV.fits.gz
PTF11kjl,2011-08-11,NUV,17h24m42.68s,73d20m59.3s,2,1,1,1635,40,40,PTF11kjl-NUV.fits.gz
PTF11paw,2011-10-21,NUV,0h39m02.06s,42d01m04.6s,49,48,1,2934,2,2,PTF11paw-NUV.fits.gz
PTF11pdl,2011-10-21,NUV,0h49m15.81s,40d02m59.6s,3,2,1,2173,18,18,PTF11pdl-NUV.fits.gz
PTF11phm,2011-10-25,NUV,2h01m42.59s,27d45m21s,4,3,1,1833,28,28,PTF11phm-NUV.fits.gz
PTF11wv,2011-01-24,NUV,9h54m56.13s,4d07m41.5s,6,2,4,1815,365,55,PTF11wv-NUV.fits.gz
Patuxent,2004-07-09,FUV,12h38m08.961s,62d18m47.39s,81,43,38,116,1411,594,Patuxent-FUV.fits.gz
Patuxent,2004-07-09,NUV,12h38m08.961s,62d18m47.39s,130,76,54,162,2434,282,Patuxent-NUV.fits.gz
Rakke,2004-12-16,FUV,3h32m18.15s,-27d44m10.55s,105,39,66,402,1465,310,Rakke-FUV.fits.gz
Rakke,2004-12-16,NUV,3h32m18.15s,-27d44m10.55s,222,39,183,402,2183,310,Rakke-NUV.fits.gz
SCP-06H3,2006-04-04,NUV,14h34m28.879s,34d27m26.61s,39,12,27,316,1084,10,SCP-06H3-NUV.fits.gz
SDSS-II SN 10036,2005-11-03,FUV,1h35m27.336s,0d13m57.018s,4,2,2,395,1078,702,SDSS-II_SN_10036-FUV.fits.gz
SDSS-II SN 10036,2005-11-03,NUV,1h35m27.336s,0d13m57.018s,4,2,2,395,1078,702,SDSS-II_SN_10036-NUV.fits.gz
SDSS-II SN 10066,2005-11-03,NUV,21h36m00.72s,-0d03m14.868s,146,70,76,88,1779,276,SDSS-II_SN_10066-NUV.fits.gz
SDSS-II SN 10113,2005-11-01,FUV,3h36m43.628s,-0d08m25.2s,5,1,4,705,1140,404,SDSS-II_SN_10113-FUV.fits.gz
SDSS-II SN 10113,2005-11-01,NUV,3h36m43.628s,-0d08m25.2s,6,1,5,705,1492,404,SDSS-II_SN_10113-NUV.fits.gz
SDSS-II SN 10146,2005-10-20,FUV,1h43m07.008s,1d15m04.824s,4,2,2,381,1093,717,SDSS-II_SN_10146-FUV.fits.gz
SDSS-II SN 10146,2005-10-20,NUV,1h43m07.008s,1d15m04.824s,4,2,2,381,1093,717,SDSS-II_SN_10146-NUV.fits.gz
SDSS-II SN 10154,2005-10-30,FUV,2h06m46.008s,1d15m01.476s,4,3,1,744,1078,1079,SDSS-II_SN_10154-FUV.fits.gz
SDSS-II SN 10154,2005-10-30,NUV,2h06m46.008s,1d15m01.476s,4,3,1,744,1078,1079,SDSS-II_SN_10154-NUV.fits.gz
SDSS-II SN 10299,2005-11-05,FUV,22h49m03.36s,0d59m36.89s,5,4,1,452,1068,1069,SDSS-II_SN_10299-FUV.fits.gz
SDSS-II SN 10299,2005-11-05,NUV,22h49m03.36s,0d59m36.89s,5,4,1,452,1068,1069,SDSS-II_SN_10299-NUV.fits.gz
SDSS-II SN 10450,2005-11-02,FUV,22h29m06.24s,-1d07m43.212s,10,3,7,448,1061,267,SDSS-II_SN_10450-FUV.fits.gz
SDSS-II SN 10450,2005-11-02,NUV,22h29m06.24s,-1d07m43.212s,11,3,8,448,2170,267,SDSS-II_SN_10450-NUV.fits.gz
SDSS-II SN 10506,2005-10-26,FUV,0h48m06.384s,0d30m00.648s,4,1,3,752,738,710,SDSS-II_SN_10506-FUV.fits.gz
SDSS-II SN 10506,2005-10-26,NUV,0h48m06.384s,0d30m00.648s,4,1,3,752,738,710,SDSS-II_SN_10506-NUV.fits.gz
SDSS-II SN 10524,2005-11-02,FUV,3h43m55.944s,0d35m04.7508s,2,1,1,702,1129,1129,SDSS-II_SN_10524-FUV.fits.gz
SDSS-II SN 10524,2005-11-02,NUV,3h43m55.944s,0d35m04.7508s,2,1,1,702,1129,1129,SDSS-II_SN_10524-NUV.fits.gz
SDSS-II SN 10559,2005-11-02,FUV,23h36m27.968s,-1d13m35.53s,5,2,3,750,686,325,SDSS-II_SN_10559-FUV.fits.gz
SDSS-II SN 10559,2005-11-02,NUV,23h36m27.968s,-1d13m35.53s,5,2,3,750,686,325,SDSS-II_SN_10559-NUV.fits.gz
SDSS-II SN 10620,2005-10-25,FUV,23h49m57.12s,-0d25m13.4364s,6,1,5,737,1037,339,SDSS-II_SN_10620-FUV.fits.gz
SDSS-II SN 10620,2005-10-25,NUV,23h49m57.12s,-0d25m13.4364s,6,1,5,737,1037,339,SDSS-II_SN_10620-NUV.fits.gz
SDSS-II SN 11026,2005-10-21,FUV,21h43m13.68s,0d53m27.928s,4,2,2,782,1053,1053,SDSS-II_SN_11026-FUV.fits.gz
SDSS-II SN 11026,2005-10-21,NUV,21h43m13.68s,0d53m27.928s,4,2,2,782,1053,1053,SDSS-II_SN_11026-NUV.fits.gz
SDSS-II SN 11098,2005-11-19,FUV,20h38m32.88s,1d12m31.284s,7,2,5,464,1002,257,SDSS-II_SN_11098-FUV.fits.gz
SDSS-II SN 11098,2005-11-19,NUV,20h38m32.88s,1d12m31.284s,14,4,10,495,1688,257,SDSS-II_SN_11098-NUV.fits.gz
SDSS-II SN 11156,2005-11-12,FUV,1h36m22.512s,-0d52m17.9328s,4,2,2,404,1069,693,SDSS-II_SN_11156-FUV.fits.gz
SDSS-II SN 11156,2005-11-12,NUV,1h36m22.512s,-0d52m17.9328s,4,2,2,404,1069,693,SDSS-II_SN_11156-NUV.fits.gz
SDSS-II SN 11181,2005-11-19,FUV,23h48m05.183s,-0d08m35.74s,3,1,2,762,1012,314,SDSS-II_SN_11181-FUV.fits.gz
SDSS-II SN 11181,2005-11-19,NUV,23h48m05.183s,-0d08m35.74s,3,1,2,762,1012,314,SDSS-II_SN_11181-NUV.fits.gz
SDSS-II SN 11305,2005-11-12,FUV,1h58m04.656s,-0d34m16.662s,4,2,2,403,1073,1074,SDSS-II_SN_11305-FUV.fits.gz
SDSS-II SN 11305,2005-11-12,NUV,1h58m04.656s,-0d34m16.662s,4,2,2,403,1073,1074,SDSS-II_SN_11305-NUV.fits.gz
SDSS-II SN 11317,2005-11-10,FUV,3h46m01.728s,0d33m43.6s,4,1,3,710,1129,1123,SDSS-II_SN_11317-FUV.fits.gz
SDSS-II SN 11317,2005-11-10,NUV,3h46m01.728s,0d33m43.6s,4,1,3,710,1129,1123,SDSS-II_SN_11317-NUV.fits.gz
SDSS-II SN 11370,2005-11-02,FUV,0h45m52.104s,-0d42m50.274s,6,1,5,759,704,691,SDSS-II_SN_11370-FUV.fits.gz
SDSS-II SN 11370,2005-11-02,NUV,0h45m52.104s,-0d42m50.274s,6,1,5,759,704,691,SDSS-II_SN_11370-NUV.fits.gz
SDSS-II SN 11518,2005-11-23,FUV,0h33m38.3712s,0d32m18.409s,6,1,5,784,669,341,SDSS-II_SN_11518-FUV.fits.gz
SDSS-II SN 11518,2005-11-23,NUV,0h33m38.3712s,0d32m18.409s,6,1,5,784,669,341,SDSS-II_SN_11518-NUV.fits.gz
SDSS-II SN 11523,2005-11-07,FUV,0h37m55.5288s,0d36m05.8536s,6,2,4,373,1039,670,SDSS-II_SN_11523-FUV.fits.gz
SDSS-II SN 11523,2005-11-07,NUV,0h37m55.5288s,0d36m05.8536s,6,2,4,373,1039,670,SDSS-II_SN_11523-NUV.fits.gz
SDSS-II SN 1158,2005-09-09,FUV,1h09m06.096s,-0d21m07.866s,3,1,2,703,792,758,SDSS-II_SN_1158-FUV.fits.gz
SDSS-II SN 1158,2005-09-09,NUV,1h09m06.096s,-0d21m07.866s,7,1,6,703,1887,758,SDSS-II_SN_1158-NUV.fits.gz
SDSS-II SN 1166,2005-09-09,FUV,0h37m25.35s,0d58m23.8s,8,3,5,709,1098,753,SDSS-II_SN_1166-FUV.fits.gz
SDSS-II SN 1166,2005-09-09,NUV,0h37m25.35s,0d58m23.8s,8,3,5,709,1098,753,SDSS-II_SN_1166-NUV.fits.gz
SDSS-II SN 11771,2005-11-19,FUV,1h00m55.35s,-0d31m33.53s,5,1,4,774,708,687,SDSS-II_SN_11771-FUV.fits.gz
SDSS-II SN 11771,2005-11-19,NUV,1h00m55.35s,-0d31m33.53s,5,1,4,774,708,687,SDSS-II_SN_11771-NUV.fits.gz
SDSS-II SN 11858,2005-11-19,FUV,0h04m12.396s,0d21m34.13s,8,1,7,760,718,681,SDSS-II_SN_11858-FUV.fits.gz
SDSS-II SN 11858,2005-11-19,NUV,0h04m12.396s,0d21m34.13s,8,1,7,760,718,681,SDSS-II_SN_11858-NUV.fits.gz
SDSS-II SN 12076,2005-11-19,FUV,2h00m31.752s,-0d57m13.9176s,4,2,2,410,1067,1067,SDSS-II_SN_12076-FUV.fits.gz
SDSS-II SN 12076,2005-11-19,NUV,2h00m31.752s,-0d57m13.9176s,4,2,2,410,1067,1067,SDSS-II_SN_12076-NUV.fits.gz
SDSS-II SN 12199,2005-11-23,FUV,23h16m39.626s,-1d09m29.61s,4,2,2,821,1050,308,SDSS-II_SN_12199-FUV.fits.gz
SDSS-II SN 12199,2005-11-23,NUV,23h16m39.626s,-1d09m29.61s,4,2,2,821,1050,308,SDSS-II_SN_12199-NUV.fits.gz
SDSS-II SN 12213,2005-11-07,FUV,23h02m20.18s,-0d38m46.9s,7,4,3,768,1066,340,SDSS-II_SN_12213-FUV.fits.gz
SDSS-II SN 12213,2005-11-07,NUV,23h02m20.18s,-0d38m46.9s,8,5,3,768,1066,340,SDSS-II_SN_12213-NUV.fits.gz
SDSS-II SN 12804,2006-08-28,FUV,1h12m48.408s,1d02m24.61s,8,1,7,700,792,65,SDSS-II_SN_12804-FUV.fits.gz
